,Date,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,adf,hurst,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol
ACC,2022-07-05 00:00:00,49.209999084472656,65.0199966430664,65.22000122070312,11.072465370592024,1.3800010681152344,1.879546384727272,64.91000366210938,64.07207345765508,64.53456388201032,64.99705430636556,63.587301557026215,2.650079678094949,0.9802901355844025,0.4276365933716337,error,error,error,SP400,MDYG
MTOR,2022-07-05 00:00:00,32.93000030517578,36.279998779296875,36.29999923706055,6.8400115966796875,0.5,1.6250947927100476,36.310001373291016,35.93881065563297,36.12718220362588,36.315553751618786,35.99523794083368,0.2105665112259951,0.3460529296829513,0.43824199516828233,error,error,error,SP600,SLY
PSB,2022-07-05 00:00:00,165.85000610351562,189.8300018310547,189.8300018310547,5.6312232496983405,2.8199920654296875,1.9714855910011537,187.1300048828125,185.68145931393332,186.6649596199157,187.64845992589807,182.82031788901676,8.108588494941964,0.8316394228329178,0.48030058829898586,error,error,error,SP400,MDYG
Y,2022-07-05 00:00:00,737.8900146484375,862.8699951171875,862.8699951171875,3.470529656661184,9.5,1.65370030595529,832.2000122070312,829.6364979612583,832.6636086115761,835.690719261894,835.7095622713604,5.628895771457408,0.40339458410099915,0.4631529649214687,-5.16350462705168,Financial Services,VFH,SP400,MDYG
TVTY,2022-06-30 00:00:00,27.8700008392334,32.88999938964844,32.88999938964844,3.1950212657514556,1.2049999237060547,1.8811933542679444,32.5,31.85215247823476,32.26242056347075,32.67268864870673,32.18186496552967,0.23220853348204834,0.5274381183296317,0.44704800996332683,-2.6350738754022562,Healthcare,VHT,SP600,SLY
FCN,2022-07-05 00:00:00,147.3800048828125,170.30999755859375,172.52999877929688,2.229109456363575,25.009994506835938,0.9277733328201939,181.99000549316406,157.79440127898386,170.31099216521733,182.8275830514508,165.79472211807493,6.014546877325513,0.9697854130587743,0.40157006552443414,-5.260871814567005,Industrials,VIS,SP400,MDYG
LLY,2022-07-05 00:00:00,239.3699951171875,314.0,324.0799865722656,2.175339248916897,47.850006103515625,0.9488168984813701,327.17999267578125,281.26700954445977,307.5677769978841,333.8685444513084,300.75101168193515,12.494432703921456,0.9962534486453427,0.40680071478769514,-2.6350738754022562,Healthcare,VHT,SP500,SPY
MCK,2022-07-05 00:00:00,204.66000366210938,335.6000061035156,339.94000244140625,2.1076364228219697,41.25,1.135322174638038,322.3800048828125,298.7886751522777,314.92428516206286,331.05989517184804,320.09325517926897,8.607145925931302,0.998645895218924,0.46033722449358566,-2.6350738754022562,Healthcare,VHT,SP500,SPY
GCP,2022-07-05 00:00:00,27.780000686645508,32.279998779296875,32.279998779296875,1.869349353801091,0.9949989318847656,2.0672252653074716,31.399999618530273,30.851043868544163,31.164781782362194,31.478519696180225,31.157380898793537,0.21875349315930093,0.15814563524671954,0.45781600219144514,-3.2119270665935633,Basic Materials,VAW,SP600,SLY
BANF,2022-07-05 00:00:00,77.37999725341797,86.81999969482422,96.18000030517578,1.7825864757385672,19.87000274658203,1.570048354240524,98.5999984741211,90.03225638031074,94.47747257777623,98.92268877524171,87.58524582877992,5.63976015860617,0.9686250496124841,0.5392259257171025,-5.16350462705168,Financial Services,VFH,SP600,SLY
